realization,Lambda1,Lambda2,r_gain,weak_axis_w0,weak_axis_wa,delta_phi_weak_deg,delta_phi_strong_deg,angle_weak_lt_5deg,angle_weak_lt_10deg,angle_weak_lt_45deg,angle_weak_lt_angle_strong
179,37.38354998136258,6.847403042560779,1.3133377869591136,-0.20317971152582873,0.9791414631320038,51.17542643265578,38.82457356734422,0,0,0,0
180,36.86136406249981,7.082294316959483,1.329726589022544,-0.2016222678101368,0.9794633536396845,53.58044146116141,36.41955853883857,0,0,0,0
181,37.33669440020675,7.00772996391597,1.3218715629194804,-0.20391454286920035,0.978988692072817,47.85316304976197,42.146836950238026,0,0,0,0
182,37.16075943524042,7.216555258556878,1.33395879429491,-0.20501153228679417,0.9787595576184279,47.91094363110367,42.08905636889634,0,0,0,0
183,37.47483031165447,7.009533586082584,1.3208082958852727,-0.20731713061734558,0.9782737895663925,44.13586661563915,45.86413338436084,0,0,1,1
184,37.98631710070596,7.5820217083126975,1.344991005234855,-0.2056295847170964,0.9786298962779925,46.88152255346574,43.11847744653425,0,0,0,0
185,34.57537924766284,7.162545530064804,1.3551236786611307,-0.19892015227453225,0.9800157003941709,49.559603458816056,40.44039654118394,0,0,0,0
186,38.80467561075672,7.0680632860217685,1.312958846006585,-0.20161740498449138,0.9794643546384522,51.639221436592344,38.360778563407685,0,0,0,0
187,38.634417838400786,6.728488003726239,1.2975345305251775,-0.20384742186483285,0.979002670373815,50.421446673492525,39.578553326507475,0,0,0,0
188,37.825443234266324,7.299662767630954,1.3324087067782182,-0.201466587753946,0.9794953874412996,52.14872585168872,37.85127414831127,0,0,0,0
189,37.46280852878205,7.007144191216955,1.3207876241491716,-0.20573266125876213,0.9786082321804714,48.61810170850276,41.38189829149725,0,0,0,0
