realization,Lambda1,Lambda2,r_gain,weak_axis_w0,weak_axis_wa,delta_phi_weak_deg,delta_phi_strong_deg,angle_weak_lt_5deg,angle_weak_lt_10deg,angle_weak_lt_45deg,angle_weak_lt_angle_strong
171,6.610544085834527,1.4095995728014967,1.1452365638109006,-0.24672494575976434,0.9690855489273594,3.112527962707356,86.88747203729265,1,1,1,1
172,6.214907776865365,1.4302692108943287,1.1638993358123393,-0.24612652777143804,0.9692377068228286,3.280175100807607,86.71982489919272,1,1,1,1
173,6.031901117140137,1.428602788778025,1.169127176224005,-0.24688420549248047,0.9690449881601715,3.5998310013532735,86.40016899864675,1,1,1,1
174,7.138556386705125,1.4842935749259947,1.156811419787066,-0.2505984087379276,0.9680911308022703,3.271190609989404,86.72880939001074,1,1,1,1
175,6.963722631362213,1.450147799855931,1.150106801520881,-0.25081113342096817,0.9680360403167277,3.3036191889332804,86.69638081106679,1,1,1,1
176,6.641319232568936,1.4786164571386795,1.1684698066733286,-0.2488881531483579,0.9685322334452269,3.758732270602561,86.2412677293976,1,1,1,1
177,6.441948284792712,1.444611613086108,1.162318153662178,-0.24715558648656627,0.9689758077828782,3.1433734406055707,86.85662655939421,1,1,1,1
178,6.618541968585136,1.571251034606896,1.2012644094091625,-0.2457604783437464,0.9693305872014216,3.481146506465035,86.51885349353489,1,1,1,1
179,6.645338625934023,1.5159454341764114,1.1812722397086826,-0.24649147616864772,0.9691449593204315,3.4323056533015395,86.5676943466983,1,1,1,1
180,6.907594681595257,1.5539391904503455,1.1859001051837594,-0.24646384642684713,0.9691519862253205,3.379635843444025,86.62036415655594,1,1,1,1
181,7.117510120268948,1.5552329941713607,1.1800394476459088,-0.248295059656831,0.9686844498339026,3.2865841589233025,86.71341584107641,1,1,1,1
182,6.843143795195639,1.4728043533469608,1.1607794915628786,-0.24778197771742,0.9688158191929175,3.257102829101968,86.74289717089798,1,1,1,1
183,6.657670251506458,1.4803309162650145,1.1685830093860872,-0.24774617223618353,0.968824976010796,3.300764991171568,86.6992350088283,1,1,1,1
184,6.67805887464618,1.4485900785088108,1.157028136936656,-0.25005055531197984,0.9682327818185927,3.219035872708384,86.78096412729147,1,1,1,1
185,6.967123024674445,1.3987621212237213,1.1330588462578504,-0.2520816293568199,0.967705974013187,3.417592600069264,86.58240739993069,1,1,1,1
